Match Number,HTGD,FGS,RED-H,RED-A,POINTS_H,POINTS_A,TOTAL_H_P,TOTAL_A_P,Match_O
1344,-1,0,0,0,31,38,50,70,0
1345,-2,0,0,0,28,21,0,35,0
1346,0,0,0,0,30,37,47,44,2
1347,0,0,0,0,24,24,35,50,0
1348,0,0,0,0,44,35,86,63,0
1349,0,0,0,0,28,29,0,64,1
1350,1,1,0,0,38,26,63,36,1
1351,3,1,0,0,26,24,0,35,1
1352,0,2,0,0,31,31,50,0,1
1353,-1,0,0,0,27,24,0,38,1
1354,-1,0,0,0,30,32,50,0,0
1355,0,2,0,0,30,44,46,86,2
1356,1,1,0,0,33,30,39,61,2
1357,1,1,0,0,54,49,85,67,2
1358,1,1,0,0,50,24,75,38,2
1359,0,2,0,0,27,33,50,47,2
1360,2,1,0,0,29,47,0,70,2
1361,1,1,0,0,53,33,75,47,2
1362,0,2,0,0,30,32,64,50,2
1363,2,1,0,0,30,37,61,44,2
1364,0,1,0,0,35,36,0,39,1
1365,-1,0,0,0,27,57,36,85,0
1366,2,1,0,0,25,39,35,63,2
1367,1,1,0,0,49,31,67,46,1
1368,0,2,0,0,33,28,47,0,1
1369,-1,0,0,0,45,60,86,85,2
1370,0,0,0,0,37,33,39,64,1
1371,2,1,0,0,39,60,63,85,2
1372,0,1,0,0,28,47,38,70,1
1373,0,0,0,0,30,29,50,0,0
1374,0,2,0,0,56,37,75,44,1
1375,-1,0,0,0,0,3,36,86,0
1376,-1,0,0,0,0,6,47,64,2
1377,-1,0,0,0,5,10,44,75,1
1378,1,1,0,0,1,8,35,70,2
1379,0,1,0,0,5,6,63,44,1
1380,0,2,0,0,7,2,46,61,1
1381,-1,0,0,0,4,8,35,46,1
1382,0,0,0,0,10,7,0,39,1
1383,0,0,0,0,8,10,70,64,2
1384,0,2,0,0,7,12,44,85,1
1385,1,1,0,0,5,5,38,35,1
1386,-2,0,0,0,7,8,0,36,1
1387,2,1,0,0,13,11,85,0,1
1388,0,2,0,0,10,18,64,86,1
1389,2,1,0,0,9,10,46,36,2
1390,1,1,0,0,17,15,85,70,2
1391,0,0,0,0,6,17,38,67,2
1392,0,0,0,0,16,16,0,47,0
1393,1,1,0,0,25,14,85,36,2
1394,3,1,0,0,16,9,63,35,2
1395,0,0,0,0,14,20,36,47,1
1396,1,1,0,0,26,23,67,39,2
1397,1,1,0,0,29,16,86,61,1
1398,-1,0,0,0,12,29,35,67,0
1399,1,1,0,0,19,22,0,63,2
1400,-2,0,0,0,15,16,38,36,0
1401,-2,0,0,0,22,32,0,67,0
1402,1,1,0,0,34,27,85,44,2
1403,1,1,0,0,26,22,39,0,2
1404,-1,0,0,1,20,27,64,70,0
1405,1,1,0,0,41,27,85,47,2
1406,1,1,0,0,19,22,46,0,2
1407,0,2,0,0,36,44,70,85,1
1408,1,1,0,0,25,25,63,61,1
1409,0,2,0,0,29,37,0,70,1
1410,1,1,0,0,22,45,64,67,2
1411,0,2,0,0,32,30,63,47,2
1412,0,2,0,0,26,30,46,0,2
1413,0,2,0,0,30,21,39,38,2
1414,1,0,0,0,21,54,38,85,2
1415,0,0,0,0,23,31,36,50,2
1416,1,1,0,0,41,33,70,39,2
1417,-4,0,0,0,30,49,0,75,1
1418,3,1,0,0,46,26,67,0,2
1419,0,1,0,0,27,28,61,0,2
1420,1,1,0,0,28,29,64,46,1
1421,0,1,0,0,37,44,44,70,0
1422,1,1,0,1,25,32,38,0,2
1423,2,1,0,0,28,34,35,47,2
1424,-1,1,0,0,36,33,0,61,0
1425,1,1,0,0,50,27,67,36,2
1426,0,1,0,0,32,32,46,50,2
1427,-1,0,0,0,32,48,0,86,0
1428,0,0,0,0,36,30,61,50,1
1429,0,0,0,0,27,31,36,50,2
1430,1,1,0,0,32,57,0,75,1
1431,0,2,0,0,48,31,70,35,1
1432,1,1,0,0,34,36,47,0,2
1433,0,2,0,0,60,40,85,39,2
1434,1,1,0,0,37,35,61,46,2
1435,-2,0,0,0,32,32,50,0,1
1436,-1,0,0,0,33,29,64,38,0
1437,-1,0,0,0,38,42,44,63,0
1438,0,2,0,0,51,53,86,67,2
1439,0,2,0,0,30,49,36,70,1
1440,2,1,0,0,32,63,35,85,0
1441,0,0,0,0,33,45,0,63,2
1442,0,1,0,0,37,54,47,86,1
1443,2,1,0,0,36,32,0,38,2
1444,1,1,0,0,40,33,61,64,1
1445,1,1,0,0,31,40,50,39,2
1446,0,2,0,0,58,33,75,50,1
1447,2,1,0,0,53,38,67,44,2
1448,2,1,0,0,35,33,46,0,2
1449,-3,0,0,0,32,41,38,61,0
1450,1,1,0,0,50,38,70,47,2
1451,1,1,0,0,38,36,44,0,0
1452,2,1,0,0,66,38,85,46,2
1453,0,2,0,0,55,31,86,36,2
1454,2,1,0,0,40,32,39,35,2
1455,0,0,0,0,34,34,50,50,1
1456,1,1,0,0,34,39,64,0,2
1457,-2,0,0,0,33,59,0,75,0
1458,3,1,0,0,45,56,63,67,2
1459,0,1,0,0,32,37,35,64,0
1460,-2,1,0,0,39,58,0,86,0
1461,0,2,0,0,44,35,61,50,2
1462,-2,0,0,0,33,31,0,36,0
1463,1,1,0,0,35,38,50,44,2
1464,0,2,0,0,62,48,75,63,1
1465,0,2,0,0,39,69,0,85,1
1466,-1,0,0,0,53,63,70,75,1
1467,2,1,0,0,61,38,86,50,2
1468,1,1,0,0,32,38,38,46,1
1469,0,0,0,0,54,39,70,0,1
1470,0,0,0,0,38,34,44,36,2
1471,0,2,0,0,70,47,85,61,2
1472,2,1,0,0,49,38,63,50,2
1473,1,1,0,0,64,32,86,35,2
1474,0,0,0,0,33,40,0,0,1
1475,0,0,0,0,40,38,64,47,1
1476,1,1,0,0,43,64,39,75,2
1477,0,0,0,0,35,56,50,67,0
1478,2,1,0,0,39,33,47,38,2
1479,1,1,0,0,39,46,46,39,2
1480,1,1,0,0,34,47,36,61,1
1481,-1,0,0,0,40,41,0,64,2
1482,-1,0,0,0,41,42,44,46,0
1483,0,0,0,0,67,55,86,70,2
1484,0,2,0,0,34,42,0,47,1
1485,1,1,0,0,35,46,50,39,2
1486,1,1,0,0,59,32,67,35,2
1487,1,1,0,0,52,41,63,0,2
1488,0,0,1,0,38,33,50,38,1
1489,0,2,0,0,64,73,75,85,2
1490,-1,0,0,0,32,38,35,50,1
1491,0,0,0,0,55,35,70,0,1
1492,1,1,0,1,41,39,0,50,2
1493,-1,0,0,0,48,62,61,67,2
1494,-1,0,0,0,46,41,39,44,0
1495,0,0,0,0,41,35,64,36,1
1496,2,1,0,0,34,43,38,0,2
1497,2,1,0,0,43,67,47,75,2
1498,2,1,0,0,73,70,85,86,2
1499,-3,0,0,0,45,55,46,63,0
1500,1,1,0,0,62,56,67,70,2
1501,1,1,0,0,43,51,0,61,2
1502,0,0,0,0,44,37,44,38,0
1503,1,0,0,0,36,46,0,39,2
1504,1,1,0,0,39,76,50,85,1
1505,-2,0,0,0,36,33,36,35,2
1506,-1,0,0,0,58,56,63,70,0
1507,0,1,0,0,77,44,86,0,1
1508,-1,0,0,0,39,45,50,46,0
1509,-2,0,0,0,67,42,75,64,0
1510,1,1,0,0,65,46,67,47,2
1511,-3,0,0,0,40,40,38,50,0
1512,-1,0,0,0,33,44,35,44,0
1513,0,2,0,0,59,39,70,50,2
1514,0,0,0,0,46,39,47,36,0
1515,2,1,0,0,45,46,0,0,1
1516,0,1,0,0,77,39,85,0,2
1517,0,1,0,0,48,67,46,75,1
1518,0,2,0,0,51,71,61,86,2
1519,-1,0,0,0,46,68,39,67,0
1520,1,1,0,0,45,58,64,63,2
